Data Source,Indicator,TA,Series Name,Series Code,Country Name,Country Code,2015,2016,2017,2018,2019
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Turkmenistan,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Uganda,,34000,33000,31000,29000,28000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Ukraine,,5600,5400,5100,4800,4700
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,UnitedArabEmirates,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,UnitedKingdom,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,UnitedRepublicofTanzania,,46000,45000,44000,42000,40000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,UnitedStates,,7100,6900,6600,6500,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Uruguay,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Uzbekistan,,1200,1200,1200,1200,1200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Venezuela(BolivarianRepublicof),,2500,2400,2300,2200,2100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,VietNam,,2700,2200,1800,1600,1400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Yemen,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Zambia,,29000,28000,28000,28000,26000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Zimbabwe,,24000,23000,22000,19000,20000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Females,,Global,,820000,790000,770000,730000,720000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Afghanistan,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Albania,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Algeria,,1000,1000,1000,1000,1100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Angola,,6100,6100,6300,6300,6400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Argentina,,4200,4100,4200,3900,4100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Armenia,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Australia,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Austria,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Azerbaijan,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Bahamas,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Bahrain,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Bangladesh,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Barbados,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Belarus,,1300,1200,1200,1100,1100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Belgium,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Belize,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Benin,,1400,1300,1300,1300,1300
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Bhutan,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Bolivia(PlurinationalStateof),,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,BosniaandHerzegovina,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Botswana,,4800,4600,4400,4400,4200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Brazil,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,BruneiDarussalam,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Bulgaria,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,BurkinaFaso,,1100,1100,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Burundi,,1000,1000,1000,1000,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,CaboVerde,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Cambodia,,1000,1000,1000,1000,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Cameroon,,6900,6400,5800,5200,4800
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Canada,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,CentralAfricanRepublic,,2300,2200,2000,2000,1900
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Chad,,1600,1500,1500,1500,1500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Chile,,4000,4000,4100,4100,4000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,China,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Colombia,,8500,8300,8200,8300,8500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Comoros,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Congo,,1900,2000,2000,2000,2100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,CostaRica,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Croatia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Cuba,,1800,1700,1600,1500,1400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Cyprus,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Czechia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,C̫ted'Ivoire,,5900,5600,5100,4500,4000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,DemocraticPeople'sRepublicofKorea,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,DemocraticRepublicoftheCongo,,4800,4700,4400,4000,3700
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Denmark,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Djibouti,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,DominicanRepublic,,1900,1900,1900,1900,1900
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Ecuador,,1800,1800,1700,1700,1600
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Egypt,,1700,2000,2400,2900,3400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,ElSalvador,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,EquatorialGuinea,,2100,2300,2300,2300,2400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Eritrea,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Estonia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Eswatini,,3200,2800,2200,1700,1500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Ethiopia,,5300,5000,4800,4600,4400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Fiji,,100,100,100,100,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Finland,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,France,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Gabon,,1000,1000,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Gambia,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Georgia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Germany,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Ghana,,6400,6300,6400,6500,6500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Greece,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Guatemala,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Guinea,,1600,1600,1600,1500,1400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Guinea-Bissau,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Guyana,,500,500,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Haiti,,2900,2800,2500,2300,2300
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Honduras,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Hungary,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Iceland,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,India,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Indonesia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Iran(IslamicRepublicof),,3200,3200,3100,3000,3000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Ireland,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Israel,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Italy,,2300,2200,2100,1900,1800
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Jamaica,,1200,1200,1200,1200,1100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Japan,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Jordan,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Kazakhstan,,2100,2200,2400,2500,2500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Kenya,,17000,15000,14000,13000,13000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Kuwait,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Kyrgyzstan,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,LaoPeople'sDemocraticRepublic,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Latvia,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Lebanon,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Lesotho,,5400,5100,4800,4600,4500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Liberia,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Libya,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Lithuania,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Luxembourg,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Madagascar,,2200,2400,2600,2800,2900
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Malawi,,16000,16000,15000,14000,13000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Malaysia,,4500,4800,4800,5200,5700
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Maldives,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Mali,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Malta,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Mauritania,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Mauritius,,500,500,500,500,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Mexico,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Mongolia,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Montenegro,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Morocco,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Mozambique,,54000,53000,52000,50000,49000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Myanmar,,7900,7500,7000,6500,6100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Namibia,,3000,2800,2800,2600,2500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Nepal,,1000,1000,1000,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Netherlands,,1000,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,NewZealand,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Nicaragua,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Niger,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Nigeria,,36000,36000,36000,36000,36000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,NorthMacedonia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Norway,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Oman,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Pakistan,,13000,13000,14000,15000,17000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Panama,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,PapuaNewGuinea,,1100,1200,1300,1300,1300
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Paraguay,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Peru,,2900,2900,2800,2700,2500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Philippines,,9500,10000,12000,13000,14000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Poland,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Portugal,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Qatar,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,RepublicofKorea,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,RepublicofMoldova,,1000,1000,1000,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Romania,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,RussianFederation,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Rwanda,,2300,2200,2100,2000,2000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,SaudiArabia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Senegal,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Serbia,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,SierraLeone,,1800,1700,1700,1600,1600
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Singapore,,200,200,200,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Slovakia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Slovenia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Somalia,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,SouthAfrica,,98000,91000,83000,73000,66000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,SouthSudan,,6300,6400,6600,6700,6800
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Spain,,3100,2900,2600,2400,2300
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,SriLanka,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Sudan,,1500,1500,1500,1500,1500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Suriname,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Sweden,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Switzerland,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,SyrianArabRepublic,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Tajikistan,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Thailand,,6700,5600,4900,4400,3800
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Timor-Leste,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Togo,,1800,1800,1700,1500,1500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,TrinidadandTobago,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Tunisia,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Turkey,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Turkmenistan,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Uganda,,24000,23000,22000,21000,20000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Ukraine,,7900,8100,7900,7900,7800
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,UnitedArabEmirates,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,UnitedKingdom,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,UnitedRepublicofTanzania,,33000,33000,32000,31000,29000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,UnitedStates,,32000,32000,30000,30000,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Uruguay,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Uzbekistan,,2400,2400,2400,2400,2400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Venezuela(BolivarianRepublicof),,3000,2800,2700,2600,2600
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,VietNam,,6400,5400,4400,3800,3400
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Yemen,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Zambia,,21000,20000,21000,20000,19000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Zimbabwe,,18000,17000,16000,15000,15000
UNAIDS,Incidence,HIV,HIV Incidence 15+ Males,,Global,,850000,830000,820000,800000,790000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Afghanistan,,1000,1000,1100,1200,1300
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Albania,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Algeria,,1600,1600,1700,1800,1900
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Angola,,19000,19000,20000,20000,20000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Argentina,,5500,5400,5500,5100,5400
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Armenia,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Australia,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Austria,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Azerbaijan,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Bahamas,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Bahrain,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Bangladesh,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Barbados,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Belarus,,2000,2000,1900,1800,1700
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Belgium,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Belize,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Benin,,3100,3000,2900,2900,2800
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Bhutan,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Bolivia(PlurinationalStateof),,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,BosniaandHerzegovina,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Botswana,,10000,9600,9200,9100,8700
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Brazil,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,BruneiDarussalam,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Bulgaria,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,BurkinaFaso,,2300,2200,2000,1800,1700
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Burundi,,1700,1600,1400,1200,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,CaboVerde,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Cambodia,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Cameroon,,19000,17000,16000,14000,13000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Canada,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,CentralAfricanRepublic,,5100,4800,4500,4300,4100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Chad,,3800,3500,3600,3600,3400
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Chile,,4300,4500,4500,4600,4500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,China,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Colombia,,10000,10000,10000,10000,11000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Comoros,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Congo,,5600,5700,5800,5900,6100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,CostaRica,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Croatia,,100,100,100,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Cuba,,1900,1800,1700,1500,1400
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Cyprus,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Czechia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,C̫ted'Ivoire,,13000,13000,11000,10000,9200
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,DemocraticPeople'sRepublicofKorea,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,DemocraticRepublicoftheCongo,,19000,18000,17000,16000,14000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Denmark,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Djibouti,,200,200,200,100,100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,DominicanRepublic,,2600,2600,2600,2600,2500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Ecuador,,2400,2400,2300,2300,2200
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Egypt,,2300,2700,3200,3800,4500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,ElSalvador,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,EquatorialGuinea,,3900,4200,4300,4200,4400
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Eritrea,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Estonia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Eswatini,,8700,7500,6100,4700,4100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Ethiopia,,13000,13000,12000,11000,11000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Fiji,,100,100,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Finland,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,France,,5500,5400,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Gabon,,1600,1400,1300,1200,1100
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Gambia,,1700,1800,1800,1800,1900
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Georgia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Germany,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Ghana,,16000,16000,16000,16000,16000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Greece,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Guatemala,,1200,1100,1100,1100,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Guinea,,4400,4300,4200,4100,3900
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Guinea-Bissau,,1900,1900,1800,1700,1600
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Guyana,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Haiti,,5800,5500,5000,4600,4600
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Honduras,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Hungary,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Iceland,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,India,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Indonesia,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Iran(IslamicRepublicof),,4000,3900,3800,3800,3700
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Ireland,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Israel,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Italy,,2900,2700,2500,2400,2200
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Jamaica,,1600,1500,1500,1500,1500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Japan,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Jordan,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Kazakhstan,,2800,2800,3100,3200,3300
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Kenya,,42000,39000,36000,33000,33000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Kuwait,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Kyrgyzstan,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,LaoPeople'sDemocraticRepublic,,1000,1000,1000,1000,1000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Latvia,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Lebanon,,200,200,200,200,200
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Lesotho,,11000,11000,10000,9700,9500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Liberia,,2000,2000,1900,1800,1700
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Libya,,1000,1000,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Lithuania,,500,500,500,500,500
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Luxembourg,,,,,,
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Madagascar,,3800,4200,4500,4900,5200
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Malawi,,35000,34000,33000,31000,29000
UNAIDS,Incidence,HIV,HIV Incidence 15-49 All,,Malaysia,,5000,5200,5100,5500,6100
